#Read position (bp)	Clipping profile
0.0	57.19984921781743
1.0	0.5748570710561035
2.0	0.28899918326317775
3.0	0.27015141044166613
4.0	0.22617327385813912
5.0	0.21989068291763522
6.0	0.21989068291763522
7.0	0.21989068291763522
8.0	0.2167493874473833
9.0	0.2167493874473833
10.0	0.2167493874473833
11.0	0.2167493874473833
12.0	0.20104291009612366
13.0	0.20104291009612366
14.0	0.18847772821511594
15.0	0.18219513727461203
16.0	0.15392347804234466
17.0	0.1476408871018408
18.0	0.138217000691085
19.0	0.13507570522083306
20.0	0.13507570522083306
21.0	0.138217000691085
22.0	0.13507570522083306
23.0	0.13507570522083306
24.0	0.13507570522083306
25.0	0.12565181881007725
26.0	0.12565181881007725
27.0	0.12565181881007725
28.0	0.12565181881007725
29.0	0.12251052333982534
30.0	0.4994659797700572
31.0	0.11936922786957341
32.0	0.4900420933593014
33.0	4.322422567066658
34.0	0.11308663692906956
35.0	0.47747691147829363
36.0	0.6345416849908903
37.0	0.10680404598856569
38.0	0.5842809574668593
39.0	0.10680404598856569
40.0	0.10680404598856569
41.0	0.10680404598856569
42.0	0.09109756863730602
43.0	0.09109756863730602
44.0	0.414651002073255
45.0	1.5800716215367216
46.0	0.07224979581579444
47.0	1.0648991644154049
48.0	0.0691085003455425
49.0	0.06282590940503863
50.0	0.414651002073255
51.0	0.82930200414651
52.0	0.3518250926682164
53.0	0.04397813658352705
54.0	0.1759125463341082
55.0	0.16962995539360431
56.0	0.04397813658352705
57.0	0.04397813658352705
58.0	0.050260727524030914
59.0	0.04397813658352705
60.0	0.4460639567757743
61.0	0.0691085003455425
62.0	0.0691085003455425
63.0	0.0691085003455425
64.0	0.0691085003455425
65.0	0.33925991078720863
66.0	0.07224979581579444
67.0	0.0691085003455425
68.0	0.0691085003455425
69.0	0.32669472890620094
70.0	0.08167368222655023
71.0	0.32669472890620094
72.0	0.08167368222655023
73.0	0.08481497769680216
74.0	0.0879562731670541
75.0	0.10680404598856569
76.0	0.1759125463341082
77.0	0.1759125463341082
78.0	0.2544449330904065
79.0	0.27329270591191807
80.0	0.3518250926682164
81.0	0.3549663881384683
82.0	0.3549663881384683
83.0	0.3518250926682164
84.0	0.3549663881384683
85.0	0.3549663881384683
86.0	0.35810768360872025
87.0	0.35810768360872025
88.0	0.36439027454922407
89.0	0.37067286548972794
90.0	0.37067286548972794
91.0	0.37695545643023187
92.0	0.37695545643023187
93.0	0.37695545643023187
94.0	0.3738141609599799
95.0	0.3738141609599799
96.0	0.3958032292517434
97.0	0.3958032292517434
98.0	0.3958032292517434
99.0	0.3958032292517434
100.0	0.3958032292517434
101.0	0.38009675190048375
102.0	0.38009675190048375
103.0	0.38009675190048375
104.0	0.37695545643023187
105.0	0.37067286548972794
106.0	0.36439027454922407
107.0	0.36439027454922407
108.0	0.36439027454922407
109.0	0.36439027454922407
110.0	0.3549663881384683
111.0	0.33611861531695675
112.0	0.32669472890620094
113.0	0.3141295470251932
114.0	0.30470566061443743
115.0	0.28899918326317775
116.0	0.27957529685242194
117.0	0.27957529685242194
118.0	0.2670101149714142
119.0	0.2544449330904065
120.0	0.24816234214990263
121.0	0.23873845573914682
122.0	0.2450210466796507
123.0	0.23873845573914682
124.0	0.22617327385813912
125.0	0.21360809197713138
126.0	0.2073255010366275
127.0	0.20104291009612366
128.0	0.18533643274486397
129.0	0.18847772821511594
130.0	0.1759125463341082
131.0	0.21360809197713138
132.0	0.22931456932839103
133.0	0.22617327385813912
134.0	0.22617327385813912
135.0	0.23245586479864297
136.0	0.23559716026889488
137.0	0.23873845573914682
138.0	0.23245586479864297
139.0	0.22617327385813912
140.0	0.21046679650687947
141.0	0.1979016146258717
142.0	0.1979016146258717
143.0	0.18533643274486397
144.0	0.18533643274486397
145.0	0.18533643274486397
146.0	0.1759125463341082
147.0	0.17905384180436013
148.0	0.18219513727461203
149.0	0.23873845573914682
150.0	0.21046679650687947
