#Mapping quality	mapping quality
7.0	21.0
8.0	3.0
9.0	2.0
10.0	1.0
12.0	2.0
15.0	1.0
16.0	1.0
22.0	1.0
24.0	1.0
35.0	16.0
36.0	51.0
37.0	8.0
39.0	2.0
40.0	5.0
41.0	2.0
42.0	4.0
43.0	7.0
44.0	3.0
45.0	3.0
46.0	3.0
47.0	1.0
48.0	1.0
49.0	2.0
51.0	12.0
52.0	2.0
53.0	8.0
54.0	2.0
55.0	1.0
56.0	12.0
57.0	5.0
58.0	4.0
59.0	2.0
60.0	29443.0
