#Read position (bp)	Clipping profile
0.0	15.757729809828207
1.0	13.433462218780312
2.0	11.059265192340057
3.0	8.812999250709312
4.0	6.783489906921757
5.0	4.703352813960131
6.0	2.8702791369679637
7.0	1.151170269151081
8.0	1.0515907238790492
9.0	0.9060621317704141
10.0	0.738117667268846
11.0	0.6305075135071343
12.0	0.5549499623259715
13.0	0.5006909814870033
14.0	0.4581636721807851
15.0	0.41926759453946555
16.0	0.3841424113193871
17.0	0.34741110640137257
18.0	0.31724395103144437
19.0	0.287006964283345
20.0	0.26116935436002686
21.0	0.23337646584791705
22.0	0.2041869497723846
23.0	0.17450861404965431
24.0	0.14217668595642102
25.0	0.10286162004607474
26.0	0.08149321832570891
27.0	0.05872818904192048
28.0	0.023114186174644086
29.0	0.003282074774043118
30.0	0.009008247784075793
31.0	0.014036107012397166
32.0	0.019063966240718537
33.0	0.032192265336891006
34.0	0.050069098148700336
35.0	0.04071169347376889
36.0	0.037778775590581425
37.0	0.033309567387629094
38.0	0.03093530052981067
39.0	0.03282074774043118
40.0	0.030446480882612755
41.0	0.01955278588791645
42.0	0.023533174443670868
43.0	0.02472030787258008
44.0	0.02388233133452652
45.0	0.026186766814173815
46.0	0.026605755083200597
47.0	0.0249996333852646
48.0	0.026047104057831554
49.0	0.025837609923318162
50.0	0.025558284410633646
51.0	0.028491202293821107
52.0	0.0280023826466232
53.0	0.02786271989028094
54.0	0.031214626042495187
55.0	0.031214626042495187
56.0	0.0324017594714044
57.0	0.034636363572880566
58.0	0.03728995594338352
59.0	0.0405021993392555
60.0	0.04134017587730906
61.0	0.04106085036462454
62.0	0.04266697206256054
63.0	0.04678702337465722
64.0	0.04916129023247563
65.0	0.04825348231625095
66.0	0.04546022718940574
67.0	0.048672470585277725
68.0	0.048672470585277725
69.0	0.04657752924014383
70.0	0.04713618026551287
71.0	0.046507697861972695
72.0	0.04504123892037896
73.0	0.04476191340769444
74.0	0.04539039581123461
75.0	0.04622837234928817
76.0	0.04566972132391913
77.0	0.04539039581123461
78.0	0.04874230196344886
79.0	0.05013892952687146
80.0	0.049789772636015805
81.0	0.04923112161064677
82.0	0.04944061574516016
83.0	0.05069758055224051
84.0	0.05237353362834763
85.0	0.051675219846636325
86.0	0.05237353362834763
87.0	0.051535557090294074
88.0	0.04971994125784468
89.0	0.04874230196344886
90.0	0.04776466266905304
91.0	0.04804398818173756
92.0	0.04818365093807982
93.0	0.04776466266905304
94.0	0.04923112161064677
95.0	0.048532807828935466
96.0	0.04944061574516016
97.0	0.053909823948112494
98.0	0.053909823948112494
99.0	0.05642375356227318
100.0	0.05705223596581335
101.0	0.05509695737702171
102.0	0.05551594564604849
103.0	0.05621425942775979
104.0	0.05677291045312882
105.0	0.05782038112569578
106.0	0.059496334201802906
107.0	0.06026447936168534
108.0	0.060962793143396636
109.0	0.06291807173218829
110.0	0.06564149548086236
111.0	0.06654930339708706
112.0	0.06717778580062723
113.0	0.06766660544782514
114.0	0.06948222128027452
115.0	0.07025036644015695
116.0	0.07004087230564356
117.0	0.06724761717879836
118.0	0.067596774069654
119.0	0.06787609958233853
120.0	0.06878390749856321
121.0	0.07374193534871347
122.0	0.08868585027733532
123.0	0.10998442061953002
124.0	0.1312131595835536
125.0	0.14818218447913822
126.0	0.17318181786440281
127.0	0.2013936946455394
128.0	0.22625366527446172
129.0	0.25984255817477536
130.0	0.2969230199836455
131.0	0.3349112897087403
132.0	0.3699666415506476
133.0	0.39685172214653275
134.0	0.42785685405451457
135.0	0.460817264551288
136.0	0.49280003575366566
137.0	0.5210119125348022
138.0	0.5597683274197794
139.0	0.6108848962410467
140.0	0.6601160178516935
141.0	0.7266653212487806
142.0	0.808437865087174
143.0	0.8682135248016615
144.0	1.1113663835935368
145.0	1.398582842011395
146.0	1.6973214778274899
147.0	2.0522743730713446
148.0	2.415118214048537
149.0	2.796048381972052
150.0	2.9980007276429603
