#Mapping quality	mapping quality
11.0	1.0
12.0	2.0
13.0	1.0
14.0	2.0
15.0	1.0
16.0	1.0
18.0	2.0
19.0	1.0
20.0	1.0
21.0	1.0
22.0	2.0
23.0	1.0
24.0	3.0
25.0	1.0
26.0	1.0
27.0	1.0
28.0	1.0
31.0	1.0
33.0	1.0
34.0	1.0
36.0	1.0
37.0	1.0
38.0	1.0
39.0	1.0
40.0	1.0
42.0	1.0
45.0	1.0
55.0	1.0
59.0	5652.0
60.0	24217.0
