#Read position (bp)	Clipping profile
0.0	6.058333958161506
1.0	2.9691834745445003
2.0	2.8754592487066057
3.0	2.7404963635000374
4.0	2.538052035690185
5.0	2.5118092524555746
6.0	2.4855664692209642
7.0	2.41808502661768
8.0	2.3955912124165852
9.0	2.226887605908375
10.0	2.2193896678413436
11.0	2.2006448226737647
12.0	2.1219164729699336
13.0	2.1106695658693857
14.0	2.039439154232586
15.0	0.952238134513009
16.0	0.9297443203119142
17.0	0.7010572092674514
18.0	0.6635675189322936
19.0	0.5735922621279148
20.0	0.5510984479268202
21.0	0.5248556646922097
22.0	0.5098597885581465
23.0	0.4986128814575992
24.0	0.4723700982229887
25.0	0.3374072130164205
26.0	0.20244432780985228
27.0	0.19119742070930493
28.0	0.19119742070930493
29.0	0.18744845167578916
30.0	3.8239484141860984
31.0	1.3083901926970083
32.0	0.9784809177476194
33.0	2.4668216240533853
34.0	0.4311314388543151
35.0	0.5098597885581465
36.0	9.736072580040489
37.0	11.258154007647898
38.0	4.483766964084877
39.0	0.3748969033515783
40.0	0.09747319487141036
41.0	0.0899752568043788
42.0	0.07497938067031566
43.0	0.30366649171477844
44.0	0.041238659368673616
45.0	0.40488865561970455
46.0	0.018744845167578916
47.0	0.018744845167578916
48.0	0.018744845167578916
49.0	0.018744845167578916
50.0	0.018744845167578916
51.0	0.21369123491039965
52.0	0.014995876134063134
53.0	0.014995876134063134
54.0	0.014995876134063134
55.0	0.014995876134063134
56.0	0.014995876134063134
57.0	0.018744845167578916
58.0	0.018744845167578916
59.0	0.018744845167578916
60.0	0.018744845167578916
61.0	0.01124690710054735
62.0	0.01124690710054735
63.0	0.01124690710054735
64.0	0.01124690710054735
65.0	0.01124690710054735
66.0	0.01124690710054735
67.0	0.014995876134063134
68.0	0.014995876134063134
69.0	0.014995876134063134
70.0	0.018744845167578916
71.0	0.018744845167578916
72.0	0.018744845167578916
73.0	0.014995876134063134
74.0	0.018744845167578916
75.0	0.34115618204993625
76.0	0.018744845167578916
77.0	0.018744845167578916
78.0	0.0224938142010947
79.0	0.0224938142010947
80.0	0.0224938142010947
81.0	0.026242783234610483
82.0	0.026242783234610483
83.0	0.033740721301642046
84.0	0.041238659368673616
85.0	0.041238659368673616
86.0	0.041238659368673616
87.0	0.052485566469220965
88.0	0.052485566469220965
89.0	0.052485566469220965
90.0	0.059983504536252535
91.0	0.06748144260328409
92.0	0.06748144260328409
93.0	0.06748144260328409
94.0	0.07497938067031566
95.0	0.08622628777086301
96.0	0.0899752568043788
97.0	0.13496288520656818
98.0	0.14620979230711553
99.0	0.15745669940766288
100.0	0.16495463747469447
101.0	0.16120566844117867
102.0	0.16870360650821026
103.0	0.14995876134063132
104.0	0.14995876134063132
105.0	0.16120566844117867
106.0	0.16495463747469447
107.0	0.17245257554172602
108.0	0.17245257554172602
109.0	0.19494638974282072
110.0	0.19119742070930493
111.0	0.18744845167578916
112.0	0.18369948264227337
113.0	0.19119742070930493
114.0	0.22493814201094697
115.0	0.20244432780985228
116.0	0.20619329684336807
117.0	0.18744845167578916
118.0	0.20619329684336807
119.0	0.21369123491039965
120.0	0.18369948264227337
121.0	0.17620154457524181
122.0	0.16495463747469447
123.0	0.17245257554172602
124.0	0.16870360650821026
125.0	0.16120566844117867
126.0	0.16120566844117867
127.0	0.15745669940766288
128.0	0.16495463747469447
129.0	0.17620154457524181
130.0	0.1799505136087576
131.0	0.18369948264227337
132.0	0.17620154457524181
133.0	0.16120566844117867
134.0	0.14995876134063132
135.0	0.15370773037414712
136.0	0.15745669940766288
137.0	0.15745669940766288
138.0	0.14246082327359974
139.0	0.12371597810602085
140.0	0.12371597810602085
141.0	0.12746494713953663
142.0	0.14246082327359974
143.0	0.14246082327359974
144.0	0.12746494713953663
145.0	0.11996700907250507
146.0	0.11996700907250507
147.0	0.11621804003898928
148.0	0.10872010197195772
149.0	0.11996700907250507
150.0	0.11996700907250507
151.0	0.11621804003898928
152.0	0.12371597810602085
153.0	0.13121391617305242
154.0	0.13496288520656818
155.0	0.13496288520656818
156.0	0.13496288520656818
157.0	0.13496288520656818
158.0	0.12746494713953663
159.0	0.11996700907250507
160.0	0.11246907100547349
161.0	0.10872010197195772
162.0	0.10497113293844193
163.0	0.10872010197195772
164.0	0.11246907100547349
165.0	0.11621804003898928
166.0	0.11996700907250507
167.0	0.11621804003898928
168.0	0.11996700907250507
169.0	0.10872010197195772
170.0	0.10497113293844193
171.0	0.10497113293844193
172.0	0.09747319487141036
173.0	0.09372422583789458
174.0	0.09747319487141036
175.0	0.0899752568043788
176.0	0.09747319487141036
177.0	0.0899752568043788
178.0	0.08622628777086301
179.0	0.08622628777086301
180.0	0.09372422583789458
181.0	0.0899752568043788
182.0	0.08622628777086301
183.0	0.07497938067031566
184.0	0.07497938067031566
185.0	0.07872834970383144
186.0	0.07497938067031566
187.0	0.06748144260328409
188.0	0.059983504536252535
189.0	0.052485566469220965
190.0	0.05623453550273674
191.0	0.05623453550273674
192.0	0.05623453550273674
193.0	0.0449876284021894
194.0	0.0449876284021894
195.0	0.04873659743570518
196.0	0.041238659368673616
197.0	0.0449876284021894
198.0	0.0449876284021894
199.0	0.03748969033515783
200.0	0.041238659368673616
201.0	0.0449876284021894
202.0	0.03748969033515783
203.0	0.03748969033515783
204.0	0.029991752268126268
205.0	0.029991752268126268
206.0	0.033740721301642046
