#Mapping quality	mapping quality
12.0	1.0
13.0	3.0
14.0	3.0
15.0	1.0
16.0	1.0
17.0	1.0
18.0	1.0
19.0	1.0
20.0	1.0
21.0	2.0
22.0	1.0
23.0	4.0
24.0	1.0
25.0	1.0
27.0	1.0
29.0	1.0
31.0	1.0
33.0	1.0
34.0	1.0
35.0	1.0
37.0	1.0
38.0	1.0
40.0	1.0
41.0	1.0
44.0	1.0
56.0	1.0
57.0	5.0
58.0	5.0
59.0	4214.0
60.0	25640.0
