#Coverage (X)	Coverage
1.0	99.87292244925258
2.0	99.87292244925258
3.0	99.86289001103569
4.0	99.85954586496338
5.0	99.85285757281878
6.0	99.85285757281878
7.0	99.84951342674648
8.0	99.84951342674648
9.0	99.84616928067418
10.0	99.84616928067418
11.0	99.82610440424038
12.0	99.80938367387887
13.0	99.78263050530047
14.0	99.72912416814367
15.0	99.70237099956526
16.0	99.59870247132395
17.0	99.48500150486574
18.0	99.36795639233522
19.0	99.3177942012507
20.0	99.2642878640939
21.0	99.19740494264789
22.0	99.19071665050329
23.0	99.19071665050329
24.0	99.1806842122864
25.0	99.1806842122864
26.0	99.1806842122864
27.0	99.1806842122864
28.0	99.1806842122864
29.0	99.17734006621409
30.0	99.17734006621409
31.0	99.17734006621409
32.0	99.17734006621409
33.0	99.17734006621409
34.0	99.17734006621409
35.0	99.17734006621409
36.0	99.17734006621409
37.0	99.17734006621409
38.0	99.17399592014179
39.0	99.17399592014179
40.0	99.17399592014179
41.0	99.17399592014179
42.0	99.17399592014179
43.0	99.17399592014179
44.0	99.17399592014179
45.0	99.17399592014179
46.0	99.17399592014179
47.0	99.1706517740695
48.0	99.1706517740695
49.0	99.1706517740695
50.0	99.1706517740695
51.0	99.1706517740695
