#Read position (bp)	Clipping profile
0.0	5.069279942888665
1.0	4.756465587175909
2.0	4.513093422461628
3.0	4.134081837946588
4.0	3.535710808969075
5.0	3.143719375669273
6.0	2.845182853619755
7.0	2.610247590615569
8.0	2.41360288152643
9.0	2.1981373916993867
10.0	2.0144725313950094
11.0	1.8353506181652983
12.0	1.6711555310380635
13.0	1.5257812246487328
14.0	1.3583411753253074
15.0	1.2084239218613104
16.0	1.0507187591264562
17.0	0.9118343771295065
18.0	0.7891748061135087
19.0	0.6678132199759873
20.0	0.5581334977447513
21.0	0.45104974527046765
22.0	0.37122367524418337
23.0	0.2913976052178992
24.0	0.219359444462472
25.0	0.1713340039588539
26.0	0.12201057857675957
27.0	0.08112405490476035
28.0	0.03050264464418989
29.0	0.0
30.0	0.0
31.0	0.0
32.0	0.0012979848784761656
33.0	0.0012979848784761656
34.0	0.0012979848784761656
35.0	0.0
36.0	6.489924392380828E-4
37.0	6.489924392380828E-4
38.0	6.489924392380828E-4
39.0	6.489924392380828E-4
40.0	0.0032449621961904147
41.0	0.002595969756952331
42.0	0.0038939546354284974
43.0	0.005840931953142746
44.0	0.005840931953142746
45.0	0.007138916831618911
46.0	0.011032871467047409
47.0	0.012979848784761659
48.0	0.01557581854171399
49.0	0.016873803420190153
50.0	0.016873803420190153
51.0	0.02076775805561865
52.0	0.024661712691047145
53.0	0.03050264464418989
54.0	0.03634357659733264
55.0	0.04088652367199922
56.0	0.0454294707466658
57.0	0.047376448064380045
58.0	0.054515364895998966
59.0	0.059058311970665536
60.0	0.06295226660609404
61.0	0.06879319855923678
62.0	0.07333614563390337
63.0	0.07658110783009378
64.0	0.0830710322224746
65.0	0.08566700197942695
66.0	0.0908589414933316
67.0	0.10189181296037901
68.0	0.11227569198818835
69.0	0.12006360125904533
70.0	0.12460654833371192
71.0	0.13044748028685466
72.0	0.13434143492228315
73.0	0.13109647272609273
74.0	0.1362884122399974
75.0	0.13499042736152123
76.0	0.13239445760456892
77.0	0.13758639711847356
78.0	0.14797027614628291
79.0	0.16744004932342538
80.0	0.1752279585942824
81.0	0.18301586786513938
82.0	0.18820780737904402
83.0	0.19859168640685337
84.0	0.20248564104228187
85.0	0.21027355031313888
86.0	0.20767758055618654
87.0	0.2200084369017101
88.0	0.2310413083687575
89.0	0.24012720251809067
90.0	0.24791511178894765
91.0	0.27582178667618523
92.0	0.2907486127786611
93.0	0.3108673783950417
94.0	0.3231982347405653
95.0	0.32709218937599377
96.0	0.3322841288898984
97.0	0.34915793231008857
98.0	0.344614985235422
99.0	0.35824382645942177
100.0	0.3614887886556122
101.0	0.3705746828049453
102.0	0.3731706525618977
103.0	0.36927669792646917
104.0	0.3673297206087549
105.0	0.3725216601226596
106.0	0.36927669792646917
107.0	0.3666807281695168
108.0	0.3816075542719928
109.0	0.3978323652529448
110.0	0.4043222896453256
111.0	0.41600415355161113
112.0	0.4257390401401824
113.0	0.43936788136418214
114.0	0.4484537755135153
115.0	0.43093097965408705
116.0	0.41924911574780155
117.0	0.41081221403770646
118.0	0.41924911574780155
119.0	0.43287795697180126
120.0	0.43936788136418214
121.0	0.4692215335691339
122.0	0.5036181328487523
123.0	0.5256838757828471
124.0	0.54839861115618
125.0	0.5814972255573222
126.0	0.6282246811824642
127.0	0.6587273258266542
128.0	0.6918259402277963
129.0	0.743096342927605
130.0	0.7963137229451276
131.0	0.8514780802803648
132.0	0.9027484829801733
133.0	0.9514229159230294
134.0	0.9987993639874095
135.0	1.0416328649771232
136.0	1.0883603206022652
137.0	1.1467696401336924
138.0	1.1733783301424539
139.0	1.2188078008891197
140.0	1.2817600674952137
141.0	1.3414673719051173
142.0	1.4070156082681635
143.0	1.4615309731641626
144.0	1.5355161112373041
145.0	1.6231300905344452
146.0	1.7217769412986341
147.0	1.841191550118441
148.0	1.8762371418372976
149.0	1.8243177466982512
150.0	1.6640166142064445
